2020-02-11/21:44:00		Error while creating table: no such column: F 
2020-02-12/18:21:26		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:26		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:26		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:26		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:26		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:26		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:26		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:26		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:26		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:26		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:26		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:27		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:28		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:29		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:30		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:31		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:32		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:32		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:32		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:32		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:32		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:32		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:32		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:32		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:32		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:32		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:32		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:32		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:32		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:32		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:32		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:32		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:32		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:32		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:32		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:32		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:32		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/18:21:32		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:32		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:32		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:32		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/18:21:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
